Created Date,Query,Total Results
2024-03-17 11:12:00,nbconvert,24
2024-03-16 21:21:03,--output,15
2024-03-16 19:55:39,cargar archivo de paython para pasarlo a pdf,22
2024-03-16 11:58:36,hide,1
2024-03-16 11:42:54,--output,15
2024-03-16 00:09:08,metadata,8
2024-03-15 21:08:30,--output,15
2024-03-15 20:37:23,title,5
2024-03-15 20:24:30,title,2
2024-03-15 20:21:44,template,10
2024-03-15 20:20:53,report,2
2024-03-15 20:15:37,--config,11
2024-03-15 20:11:17,templateexporter,5
2024-03-15 19:19:46,tag,7
2024-03-15 19:19:19,tag cells,12
2024-03-15 19:01:25,report,2
2024-03-15 18:58:23,latexpreprocessor,1
2024-03-15 18:27:11,nbconvert.conf,0
2024-03-15 17:53:23,index.html.j2,2
2024-03-15 17:32:43,output,15
2024-03-15 14:08:09,nbval,1
2024-03-15 11:50:59,regexpreprocessor,0
2024-03-15 11:35:49,postprocessor,3
2024-03-15 11:35:36,bash,1
2024-03-15 11:35:31,preprocessor,10
2024-03-15 11:34:18,--output,15
2024-03-15 11:00:08,tag,7
2024-03-15 08:23:32,metablock,0
2024-03-15 08:23:23,toc,0
2024-03-15 08:23:14,table of contence,21
2024-03-14 20:51:31,markdown,13
2024-03-14 19:21:34,--output,15
2024-03-14 16:24:32,make tutorial,10
2024-03-14 16:04:30,nbconvert templates,24
2024-03-14 15:48:02,nbvconvert no output option,17
2024-03-14 15:00:23,tplx,0
2024-03-14 14:13:18,theme,4
2024-03-14 13:26:52,mistune,2
2024-03-14 10:54:12,--output,15
2024-03-14 10:38:37,how to install tex in jupyter notebook,23
2024-03-14 10:20:36,application.log_level,1
2024-03-14 10:17:20,no console log,8
2024-03-14 10:17:07,silent,0
2024-03-14 09:49:53,export,11
2024-03-14 08:58:02,metadata,8
2024-03-14 07:48:01,cell tag jinja,15
2024-03-14 07:47:29,cell tag,12
2024-03-14 04:16:10,pandoc wasn't found,9
2024-03-14 03:45:32,document,10
2024-03-14 03:45:24,documentclass,0
2024-03-14 02:06:08,new_notebook,0
2024-03-13 20:43:37,metadata,8
2024-03-13 20:43:27,"""metadata""",8
2024-03-13 20:43:09,resources,8
2024-03-13 20:42:40,preprocess,5
2024-03-13 18:52:03,regexremovepreprocessor,3
2024-03-13 18:46:15,htmlexporter,7
2024-03-13 16:31:43,slide,4
2024-03-13 15:07:10,template_file,3
2024-03-13 13:20:50,css,5
2024-03-13 11:29:41,--output,15
2024-03-13 09:08:41,remove input,12
2024-03-13 09:08:16,remove input,12
2024-03-13 08:52:48,skip cell,10
2024-03-13 07:11:53,pdfexporter,1
2024-03-13 00:50:04,resolution,1
2024-03-12 23:54:12,template,10
2024-03-12 23:15:46,clearoutputpreprocessor,3
2024-03-12 23:15:27,--clearoutputpreprocessor,3
2024-03-12 20:29:31,execute,10
2024-03-12 20:17:09,size,0
2024-03-12 17:31:15,yaml,0
2024-03-12 13:27:00,--execute,10
2024-03-12 11:46:14,rstexporter,2
2024-03-12 11:27:14,font,2
2024-03-12 10:55:59,gif,0
2024-03-12 08:55:02,as_version,2
2024-03-12 08:50:56,config,11
2024-03-12 08:48:53,convert notebook to python script,23
2024-03-12 08:39:59,html,16
2024-03-12 08:25:29,executepreprocessor,4
2024-03-12 06:43:06,error,4
2024-03-12 02:56:48,--output,15
2024-03-12 02:14:11,audio,0
2024-03-11 23:29:33,tagremovepreprocessor,3
2024-03-11 23:28:57,remove_input,1
2024-03-11 23:22:42,execute,10
2024-03-11 20:55:28,--no-input,12
2024-03-11 18:16:24,cell tags,12
2024-03-11 17:27:07,nbconvert,24
2024-03-11 15:19:51,--output,15
2024-03-11 15:09:15,to slides,21
2024-03-11 14:35:29,output-dir,15
2024-03-11 14:06:13,execution_count,0
2024-03-11 12:06:04,verbose,1
2024-03-11 12:05:51,recursive_glob,0
2024-03-11 12:05:51,recursive_glov,0
2024-03-11 09:34:24,title,5
2024-03-11 09:34:11,text,9
2024-03-11 07:56:49,ppdf,0
2024-03-11 06:30:02,executepreprocessor.enabled,1
2024-03-11 02:23:13,xelatex,3
2024-03-10 21:46:04,exclude code,14
2024-03-10 16:41:09,--output,15
2024-03-10 15:42:03,logging,1
2024-03-10 15:31:43,toc2,0
2024-03-10 15:13:05,collapse,0
2024-03-10 14:47:21,toc,0
2024-03-10 11:13:25,--csshtmlheadertransformer.css_file,0
2024-03-10 07:01:48,executepreprocessor,4
2024-03-10 03:03:37,exporter,13
2024-03-09 19:55:45,internal links,3
2024-03-09 19:55:39,links,3
2024-03-09 19:55:22,table of contents,21
2024-03-09 19:55:10,contents,7
2024-03-09 19:54:48,html,16
2024-03-09 19:34:48,toc,0
2024-03-09 16:36:37,jupyter_contrib_nbextensions,0
2024-03-09 12:59:40,missing character,2
2024-03-09 10:11:59,--output,15
2024-03-09 00:52:15,markdown,13
2024-03-09 00:01:49,reveal.js,6
2024-03-09 00:00:53,slides,6
2024-03-09 00:00:33,sildes,0
2024-03-08 16:42:00,clear-output,15
2024-03-08 15:35:19,altair,0
2024-03-08 15:27:55,template,10
2024-03-08 14:28:05,output,15
2024-03-08 13:27:03,script,6
2024-03-08 13:10:59,navigation bar,0
2024-03-08 13:04:35,alert,1
2024-03-08 13:04:34,tip,1
2024-03-08 13:04:33,admonition,0
2024-03-08 10:41:50,no-input,12
2024-03-08 10:41:44,no-inputs,11
2024-03-08 09:17:22,output-dir,15
2024-03-08 08:03:51,index.html.j2,2
2024-03-08 07:29:45,clear outputs,9
2024-03-08 07:27:24,line number,17
2024-03-08 07:19:36,importerror: cannot import name 'markdownexporter' from 'nbconvert',25
2024-03-08 07:06:59,"{     ""tags"": [         ""remove-output""     ] }",7
2024-03-08 05:14:37,table of contents,21
2024-03-08 04:27:56,download,5
2024-03-08 02:35:34,format,12
2024-03-08 00:36:44,save,4
2024-03-08 00:32:53,htmlexporter,7
2024-03-07 21:36:51,nbconvert webpdf,24
2024-03-07 21:17:36,padding,0
2024-03-07 21:17:19,jp-cell-padding,10
2024-03-07 19:19:03,qtpdf,2
2024-03-07 16:17:36,clearmetadatapreprocessor,1
2024-03-07 16:16:41,clear,2
2024-03-07 16:08:52,plugin,2
2024-03-07 13:07:04,epub,0
2024-03-07 10:27:46,template,10
2024-03-07 09:27:33,--output,15
2024-03-07 07:44:53,xelatex,3
2024-03-07 03:08:59,images,4
2024-03-07 02:50:34,html,16
2024-03-07 00:55:23,extractattachmentspreprocessor,1
2024-03-07 00:01:52,margin,0
2024-03-06 22:03:36,font size,3
2024-03-06 20:18:59,pdf template,15
2024-03-06 20:18:59,pdf tempalte,10
2024-03-06 19:30:08,html,16
2024-03-06 19:24:01,beautifulsoup,0
2024-03-06 19:23:55,beautifulsoup4,0
2024-03-06 19:18:26,docx,0
2024-03-06 19:18:24,google,0
2024-03-06 19:18:24,google dco,0
2024-03-06 17:06:37,folder,5
2024-03-06 16:51:16,.png,4
2024-03-06 16:20:20,pythonexporter,1
2024-03-06 16:19:55,exporter,13
2024-03-06 16:12:59,template,10
2024-03-06 15:49:28,plotly,0
2024-03-06 15:13:27,executepreprocessor parameters,11
2024-03-06 15:03:07,parameters,8
2024-03-06 14:51:18,html_toc,0
2024-03-06 14:50:57,"""table of content""",0
2024-03-06 14:50:51,table of content,21
2024-03-06 14:50:33,toc,0
2024-03-06 14:48:11,template,10
2024-03-06 14:47:03,font,2
2024-03-06 13:13:18,chromium,4
2024-03-06 13:07:37,markdown,13
2024-03-06 10:51:44,tagremovepreprocessor,3
2024-03-06 09:51:22,--output,15
2024-03-05 22:57:06,markdown,13
2024-03-05 21:12:13,getexportformats,0
2024-03-05 20:40:41,getexportformats,0
2024-03-05 19:00:18,bibtex,2
2024-03-05 18:47:53,miktex,0
2024-03-05 18:44:13,parameters,8
2024-03-05 18:37:07,command line,16
2024-03-05 18:23:43,jupyter_contrib_nbextensions,0
2024-03-05 18:15:26,allow_errors,3
2024-03-05 17:39:16,--output,15
2024-03-05 17:34:38,width,4
2024-03-05 17:11:33,clearmetadatapreprocessor,1
2024-03-05 17:08:33,config,11
2024-03-05 17:08:30,yaml,0
2024-03-05 17:02:34,"""--clear-output""",1
2024-03-05 17:02:05,--clear-output,15
2024-03-05 11:36:47,slides command options,18
2024-03-05 11:36:34,slides,6
2024-03-05 10:22:07,tagremovepreprocessor,3
2024-03-05 10:02:39,offline,2
2024-03-05 09:55:04,https://github.com/vadorinpython/bachelor_thesis/blob/main/praca_dyplomowa_v2b2_best_version.ipynb,11
2024-03-05 09:13:43,pip install nbconvert,24
2024-03-05 08:59:49,scrollable,0
2024-03-05 05:03:23,mermaid,2
2024-03-04 21:23:39,parameters,8
2024-03-04 20:23:32,exporter,13
2024-03-04 20:21:46,cell tags,12
2024-03-04 20:16:51,cell tags,12
2024-03-04 19:49:51,word doc,2
2024-03-04 18:15:09,nbconvert[webpdf],24
2024-03-04 17:49:42,metadata,8
2024-03-04 17:45:42,qtpdf,2
2024-03-04 17:15:02,--output,15
2024-03-04 16:51:06,latex,13
2024-03-04 15:45:43,templateexporter,5
2024-03-04 15:35:50,--allow-chrom,5
2024-03-04 11:06:04,nbconvert.export,0
2024-03-04 09:29:04,output,15
2024-03-04 03:56:05,post save hook,7
2024-03-04 02:42:51,--output,15
2024-03-03 17:02:27,--output,15
2024-03-03 16:17:41,lexer,1
2024-03-03 13:32:06,clear output,15
2024-03-03 13:31:53,clear-output,15
2024-03-03 04:44:26,--output,15
2024-03-03 02:20:49,word doc,2
2024-03-02 17:27:44,--output,15
2024-03-02 17:01:15,webpdf,6
2024-03-02 08:36:18,--clearoutputpreprocessor,3
2024-03-01 23:14:07,print,4
2024-03-01 18:51:47,template conf.json,10
2024-03-01 18:35:22,frozen_modules,0
2024-03-01 18:18:37,markdown,13
2024-03-01 18:18:29,--output,15
2024-03-01 16:55:50,html,16
2024-03-01 15:44:47,convert ipynb to pdf,21
2024-03-01 15:44:29,convert to pdf,21
2024-03-01 14:16:16,exporter.from_filename(notebook),17
2024-03-01 13:36:22,fragment,2
2024-03-01 13:31:44,html_toc,0
2024-03-01 13:21:49,table of content,21
2024-03-01 12:45:50,covert to pdf,21
2024-03-01 12:41:30,hide cells,11
2024-03-01 11:00:01,no template,13
2024-03-01 06:16:06,templates,8
2024-03-01 02:25:17,jinja,7
2024-03-01 00:19:02,font,2
2024-03-01 00:13:16,qt,0
2024-02-29 18:55:11,find further instructions at https://nbconvert.readthedocs.io/en/latest/install.html#installing-tex.,15
2024-02-29 18:42:52,--output,15
2024-02-29 16:12:11,reveal-prefix,7
2024-02-29 09:19:16,table of content,21
2024-02-29 01:05:26,sudo,1
2024-02-29 01:05:14,linux,4
2024-02-29 01:05:10,passwd,0
2024-02-29 01:05:08,password,0
2024-02-28 21:58:26,embed,2
2024-02-28 18:30:10,template param,10
2024-02-28 16:04:52,hide code,14
2024-02-28 16:02:40,visual,0
2024-02-28 16:02:34,vs code,14
2024-02-28 14:37:13,tagremovepreprocessor,3
2024-02-28 13:43:02,--output,15
2024-02-28 09:33:06,latexexporter,3
2024-02-28 09:16:19,output directory,17
2024-02-28 09:16:15,output directoty,15
2024-02-27 23:47:29,reveal_scroll,0
2024-02-27 23:47:10,slidesexporter,1
2024-02-27 21:38:14,font size,2
2024-02-27 20:29:59,execute,10
2024-02-27 17:03:06,nbconvertapp.export_format),1
2024-02-27 16:56:54,clear,2
2024-02-27 16:38:49,pdf,10
2024-02-27 15:15:16,template,10
2024-02-27 13:45:45,--output,15
2024-02-27 11:18:34,fold,1
2024-02-27 04:03:43,no code,16
2024-02-27 03:45:09,section,4
2024-02-27 03:45:06,secton,0
2024-02-27 03:23:47,jupyter,17
2024-02-27 03:10:26,--inplace,2
2024-02-27 02:05:36,--output,15
2024-02-26 21:36:11,remove_cell,1
2024-02-26 21:36:08,myst-parser,1
2024-02-26 21:35:52,tag,7
2024-02-26 21:23:58,preprocess,4
2024-02-26 20:16:06,tag,7
2024-02-26 17:33:56,nbconvert,24
2024-02-26 17:02:34,pd.merge,0
2024-02-26 16:50:34,jupyter nbconvert,24
2024-02-26 14:35:30,widget,2
2024-02-26 13:45:18,--output,15
2024-02-26 11:17:53,execute,10
2024-02-26 08:41:02,latexexporter,3
2024-02-26 08:33:13,markdown,13
2024-02-25 23:29:18,--output,15
2024-02-25 22:29:03,figures,3
2024-02-25 16:22:44,texlive,1
2024-02-25 13:51:29,--output,15
2024-02-25 12:50:50,xelatex,3
2024-02-25 12:34:01,inkscape,2
2024-02-25 03:49:54,mathjax,0
2024-02-25 00:09:23,schedule,0
2024-02-25 00:09:20,task schedule,0
2024-02-25 00:09:16,task scheduler,0
2024-02-24 14:57:05,scriptexporter,0
2024-02-24 09:42:21,language,3
2024-02-24 04:36:02,encoding,4
2024-02-24 03:18:37,--output,15
2024-02-24 01:33:08,xelatex,3
2024-02-23 21:08:06,convert the ipynb file into pdf,22
2024-02-23 21:07:17,how convert the pdf in jupitar notebook,23
2024-02-23 18:44:10,templates,8
2024-02-23 17:33:21,--no-input,12
2024-02-23 17:30:43,table of contents,21
2024-02-23 17:30:39,html_toc,0
2024-02-23 17:16:36,--output,15
2024-02-23 16:17:33,notebooknode,2
2024-02-23 14:29:54,template,10
2024-02-23 12:20:01,execute,10
2024-02-23 10:53:21,template,10
2024-02-23 10:48:22,tables,2
2024-02-23 10:48:12,table,2
2024-02-23 09:10:57,template,10
2024-02-23 09:09:33,help,5
2024-02-23 09:08:08,markdown,13
2024-02-22 19:14:42,nbformat,7
2024-02-22 19:06:15,pdf,10
2024-02-22 17:59:43,"""clear-output""",1
2024-02-22 17:59:34,clear-output,15
2024-02-22 17:36:35,stop execut,5
2024-02-22 17:36:22,stop,5
2024-02-22 17:25:31,layout,1
2024-02-22 16:00:48,qtpdf,2
2024-02-22 15:38:52,remove_input_tags,1
2024-02-22 15:07:59,--tagremovepreprocessor.remove_input_tags,1
2024-02-22 10:58:59,executepreprocessor,4
2024-02-22 03:16:46,--output,15
2024-02-22 03:13:03,stream,5
2024-02-21 23:58:09,exporter,13
2024-02-21 19:43:15,abort,2
2024-02-21 19:33:21,html_toc,0
2024-02-21 17:13:52,wrap,2
2024-02-21 15:40:15,rst,4
2024-02-21 14:47:51,pdf,10
2024-02-21 11:05:43,preprocess_cell,4
2024-02-21 08:35:51,html_embed,0
2024-02-21 05:49:39,html,16
2024-02-21 04:15:37,title,5
2024-02-21 03:29:51,--output,15
2024-02-20 23:40:45,nbclient,2
2024-02-20 20:48:29,clearmetadatapreprocessor,1
2024-02-20 19:09:57,toc,0
2024-02-20 19:09:34,table of content,21
2024-02-20 15:12:20,executepreprocessor,4
2024-02-20 15:05:32,executepreprocessor,4
2024-02-20 15:04:47,execute_preprocessor,0
2024-02-20 13:58:40,margin,0
2024-02-20 13:35:29,to slides,21
2024-02-20 12:55:29,new_code_cell,0
2024-02-20 12:33:44,nbimporter,0
2024-02-20 11:48:17,font,2
2024-02-20 11:46:10,pdf,10
2024-02-20 11:46:00,pdf,10
2024-02-20 09:39:38,mermaidjs,1
2024-02-20 06:17:57,output,15
2024-02-20 03:08:51,--output,15
2024-02-20 00:52:05,latexpreprocessor,0
2024-02-20 00:08:59,slides,6
2024-02-19 16:38:02,--output,15
2024-02-19 15:48:23,--execute,10
2024-02-19 15:48:20,--executee,0
2024-02-19 15:47:56,execute,10
2024-02-19 15:36:09,--output,15
2024-02-19 15:26:08,executepreprocessor,4
2024-02-19 15:10:25,css custom,10
2024-02-19 14:56:53,--output,15
2024-02-19 13:25:25,attachments,2
2024-02-19 13:25:22,forecast,0
2024-02-19 13:22:24,attachements,0
2024-02-19 10:48:51,mermaid,2
2024-02-19 09:53:04,pythonexporter,1
2024-02-19 09:42:11,templates,8
2024-02-19 04:54:34,pdfexporter,2
2024-02-19 04:28:24,webpdf,6
2024-02-18 23:03:05,remove_cell,1
2024-02-18 19:57:06,remove_input_tags,1
2024-02-18 14:57:17,input,9
2024-02-18 14:48:18,--output,15
2024-02-18 10:57:50,landscape,0
2024-02-18 05:32:39,santizie-html,16
2024-02-17 16:50:19,font,2
2024-02-17 16:14:54,--output,15
2024-02-17 14:24:57,escape_html_script,1
2024-02-17 14:24:54,escape_html_scfript,0
2024-02-17 09:17:40,warning,2
2024-02-17 09:17:35,debugger,0
2024-02-17 00:11:55,store_widget_state,2
2024-02-16 23:56:14,tag,7
2024-02-16 23:31:30,--output,15
2024-02-16 22:24:47,pdf,10
2024-02-16 19:27:11,from file,20
2024-02-16 16:38:10,xlatex,0
2024-02-16 15:35:10,from_notebook_node,3
2024-02-16 15:31:36,css,5
2024-02-16 15:12:58,--output,15
2024-02-16 14:50:01,reveal,6
2024-02-16 13:18:41,--no-input,12
2024-02-16 12:32:00,templates,8
2024-02-16 12:12:25,authors,4
2024-02-16 12:12:07,authers,0
2024-02-16 09:44:00,xelatex,3
2024-02-16 09:18:44,no input,12
2024-02-16 06:18:44,xml,2
2024-02-16 05:57:46,heading,0
2024-02-16 05:06:18,error,4
2024-02-16 02:45:36,images,4
2024-02-16 01:43:46,--alow-errors,4
2024-02-15 22:23:46,tags,7
2024-02-15 18:33:54,c.nbconvertapp,0
2024-02-15 15:24:26,--output,15
2024-02-15 15:12:05,pandoc,6
2024-02-15 13:56:16,style,6
2024-02-15 13:12:43,clear-output,15
2024-02-15 13:10:51,embed-images,4
2024-02-15 11:38:24,filename,4
2024-02-15 08:51:53,encoding,4
2024-02-15 05:22:34,images,4
2024-02-15 03:23:15,inplace,2
2024-02-15 01:56:47,kernelmanager,2
2024-02-15 00:09:10,encoding,4
2024-02-14 20:33:28,--output,15
2024-02-14 19:38:28,visual studio,0
2024-02-14 19:38:05,vs code,14
2024-02-14 11:17:54,executepreprocessor,4
2024-02-14 08:10:34,sequence,0
2024-02-14 08:10:00,seaquence,0
2024-02-14 08:09:42,sql,0
2024-02-14 08:08:05,config,11
2024-02-14 08:04:17,escape,2
2024-02-14 07:37:18,ansi,2
2024-02-13 23:16:12,metadata,8
2024-02-13 20:38:03,--output,15
2024-02-13 18:13:07,qtpdf,2
2024-02-13 18:00:00,word wrap,3
2024-02-13 16:20:45,directory,10
2024-02-13 16:20:26,output,15
2024-02-13 14:30:39,widget,2
2024-02-13 14:27:53,set destination,7
2024-02-13 14:26:09,set destination,7
2024-02-13 13:26:17,slide,4
2024-02-13 13:26:11,reveal,6
2024-02-13 11:54:54,--no-input,12
2024-02-13 05:40:45,notebook to .py,21
2024-02-13 02:30:49,font,2
2024-02-13 01:51:28,font,3
2024-02-12 21:52:05,parallel,1
2024-02-12 21:20:57,warnings,1
2024-02-12 21:18:30,exporter,13
2024-02-12 21:12:29,pythonexporter,1
2024-02-12 20:40:23,--output,15
2024-02-12 20:03:04,pdfexporter,2
2024-02-12 16:39:15,widget,2
2024-02-12 16:30:17,template,10
2024-02-12 14:17:42,inline,2
2024-02-12 14:00:50,widget,2
2024-02-12 13:48:04,alternative text,9
2024-02-12 11:25:34,clearmetadatapreprocessor,1
2024-02-12 11:25:28,clearmetadataprocessor,0
2024-02-12 10:24:27,clear,2
2024-02-12 08:52:55,vector,0
2024-02-12 07:52:37,table of contents,21
2024-02-12 07:23:15,filters,7
2024-02-12 07:01:55,custom metadata,12
2024-02-12 06:45:01,pass variable to htmlexporter,22
2024-02-12 01:07:42,register_preprocessor,0
2024-02-12 01:04:03,regex,0
2024-02-12 01:03:04,markdownexporter,0
2024-02-11 20:53:38,figure format,13
2024-02-11 20:51:44,figsize,0
2024-02-11 20:51:34,figure size,2
2024-02-11 20:50:57,figure size,2
2024-02-11 20:22:01,kernel,5
2024-02-11 20:03:53,taghidepreprocessor,0
2024-02-11 14:20:16,pages,1
2024-02-11 10:19:47,--output,15
2024-02-11 08:39:26,latex,13
2024-02-11 08:39:19,math,1
2024-02-10 12:10:59,latex template,16
2024-02-10 10:04:06,timeout,3
2024-02-09 18:32:33,use_package,0
2024-02-09 17:00:48,a4 format,12
2024-02-09 16:15:35,nbconvert,24
2024-02-09 15:55:56,toc,0
2024-02-09 15:55:24,table of content,21
2024-02-09 15:13:53,markdown,13
2024-02-09 15:11:03,"""table of content""",0
2024-02-09 15:11:01,table of content,21
2024-02-09 15:11:01,toc,0
2024-02-09 12:29:20,--output,15
2024-02-09 11:43:27,--to,21
2024-02-09 09:36:02,css,5
2024-02-09 08:33:32,template,10
2024-02-09 08:33:28,temlate,0
2024-02-09 07:30:18,latex,13
2024-02-09 07:14:55,jinja,7
2024-02-09 06:33:28,landscape,0
2024-02-09 02:34:53,size,0
2024-02-09 02:34:37,page size,19
2024-02-09 02:18:59,output,15
2024-02-09 02:18:16,pythonexporter,1
2024-02-08 16:32:06,hide cell,10
2024-02-08 16:31:36,no-input,12
2024-02-08 12:53:09,template_path,2
2024-02-08 12:52:03,template_path,2
2024-02-08 12:46:40,xelatex,3
2024-02-08 12:46:18,template_path,2
2024-02-08 11:38:52,wrap,2
2024-02-08 11:34:59,wrap,2
2024-02-08 10:30:38,execute,10
2024-02-08 09:50:05,template,10
2024-02-08 09:48:36,theme,4
2024-02-08 07:55:57,pandoc,6
2024-02-08 05:46:23,kernel_name,1
2024-02-08 04:14:20,--output,15
2024-02-07 18:56:56,stdout,4
2024-02-07 18:33:50,template,10
2024-02-07 16:53:47,notebookexporter,2
2024-02-07 16:43:27,nbconvertapp,5
2024-02-07 15:55:14,markdown,13
2024-02-07 15:29:31,latexexporter,3
2024-02-07 14:42:49,hide_code,0
2024-02-07 14:19:01,--output,15
2024-02-07 08:02:31,scale,1
2024-02-07 08:02:28,size,0
2024-02-07 08:02:21,font,2
2024-02-07 08:01:52,template,10
2024-02-07 07:52:33,qtpdf,2
2024-02-07 07:36:27,inkscape,2
2024-02-07 07:33:10,htmlexporter,7
2024-02-07 07:31:58,no-input,12
2024-02-07 02:59:00,--output,15
2024-02-06 22:52:43,qtpng,2
2024-02-06 21:40:40,webpdf,6
2024-02-06 20:46:42,reveal,6
2024-02-06 19:05:28,locals,0
2024-02-06 19:05:14,module locals,6
2024-02-06 18:49:10,toc,0
2024-02-06 17:03:50,print to pdf,21
2024-02-06 16:58:47,inplace,2
2024-02-06 15:11:01,no module named 'notebook.base',12
2024-02-06 14:48:21,output name,17
2024-02-06 14:40:45,regexremovepreprocessor.patterns,3
2024-02-06 14:12:20,myst,0
2024-02-06 13:59:09,--output,15
2024-02-06 09:15:39,"""--no-input""",1
2024-02-06 09:15:39,no-input,12
2024-02-06 05:24:14,font,2
2024-02-06 02:42:55,--output,15
2024-02-06 02:28:38,margin,1
2024-02-06 02:27:03,margins,1
2024-02-06 00:27:17,--clear-output,15
2024-02-06 00:26:44,exit code,14
2024-02-05 21:08:32,export,11
2024-02-05 21:08:28,export_file,0
2024-02-05 16:58:36,exclude_input,1
2024-02-05 16:56:47,no input,12
2024-02-05 16:53:31,slides,6
2024-02-05 16:49:53,filter,3
